Unnamed: 0,Scientific Name,Common Name,Order,Family,Role in Ecosystem
950,Papilio cresphontes,Giant swallowtail,Lepidoptera,Papilionidae,Pollinator
951,Aeshna verticalis,Green-Striped Darner,Odonata,Aeshnidae,Predator
952,Prionus californicus,"California Root Borer, Giant Root Borer",Coleoptera,Cerambycidae,Pest
953,Dendrobias mandibularis,Long-Jawed Longhorn Beetle,Coleoptera,Cerambycidae,Pest
954,Haploa confusa,"confused haploa, Lyman's haploa",Lepidoptera,Erebidae,Pollinator
955,Satyrium calanus,Banded Hairstreak,Lepidoptera,Lycaenidae,Pollinator
956,Cnaphalocrocis medinalis,rice leafroller,Lepidoptera,Crambidae,Pest
957,Tetanolita mynesalis,Smoky Tetanolita,Lepidoptera,Erebidae,Decomposer
958,Prosotas nora, the common lineblue,Lepidoptera,Lycaenidae,Pollinator
959,Athetis tarda,Slowpoke Moth,Lepidoptera,Noctuidae,Pest
960,Lyssa zampa,tropical swallowtail moth,Lepidoptera,Uraniidae,"Decomposer, herbivore"
961,Chortophaga australior,southern green-striped grasshopper,Orthoptera,Acrididae,Herbivore
962,Papilio polytes, the common Mormon,Lepidoptera,Papilionidae,Pollinator
963,Pontania californica,willow apple gall sawfly,Hymenoptera,Tenthredinidae,Pest
964,Hemileuca eglanterina,"The sheep moth, common sheep moth",Lepidoptera,Saturniidae,Pollinator
965,Cyrestis thyodamas,common mapwing,Lepidoptera,Nymphalidae,Pollinator
966,Epitheca spinigera,Spiny Basketail,Odonata,Corduliidae,Predator
967,Polyommatus coridon,Chalkhill Blue,Lepidoptera,Lycaenidae,Pollinator
968,Pyronia cecilia,Southern gatekeeper,Lepidoptera,Nymphalidae,Pollinator
969,Zygaena filipendulae,Six-spot Burnet,Lepidoptera,Zygaenidae,Pollinator
970,Oncopeltus fasciatus,large milkweed bug,Hemiptera,Lygaeidae,Unknown/Not Available
971,Panopoda carneicosta,brown panopoda,Lepidoptera,Erebidae,Pest
972,Carabus coriaceus,Procrustes,Coleoptera,Carabidae,Predator
973,Polydrusus formosus,green immigrant leaf weevil,Coleoptera,Curculionidae,Pest
974,Cordulegaster diastatops,Delta spotted spiketail,Odonata,Cordulegastridae,Predator
975,Scythris trivinctella,banded scythris moth,Lepidoptera,Scythrididae,Unknown/Not Available
976,Hypselonotus interruptus,,Hemiptera,Coreidae,Predator
977,Hamearis lucina,Duke of Burgundy Fritillary,Lepidoptera,Riodinidae,Pollinator
978,Helophilus pendulus,"dangling marsh-lover, sun fly",Diptera,Syrphidae,Pollinator
979,Hygraula nitens," pond moth, Australian water moth",Lepidoptera,Crambidae,Unknown/Not Available
980,Melanoplus punctulatus, pine tree spur-throat grasshopper or grizzly spur-throat grasshopper,Orthoptera,Acrididae,Pest
981,Neurothemis fulvia,Fulvous Forest Skimmer,Odonata,Libellulidae,Predator
982,Lathrecista asiatica,asiatic blood tail,Odonata,Libellulidae,Predator
983,Hethemia pistasciaria,Pistachio Emerald Moth,Lepidoptera,Geometridae,Pest
984,Hypsopygia costalis,"the gold triangle,clover hay moth",Lepidoptera,Pyralidae,Pest
985,Melipotis acontioides,Royal Poinciana Moth,Lepidoptera,Erebidae,Pollinator
986,Zizina labradus,Royal Poinciana Moth,Lepidoptera,Lycaenidae,Pollinator
987,Kricogonia lyside,"lyside sulphur, guayacan sulphur",Lepidoptera,Pieridae,Pollinator
988,Lycaena hippothoe,purple-edged copper,Lepidoptera,Lycaenidae,Pollinator
989,Argyrotaenia velutinana,Red-Banded Leafroller Moth,Lepidoptera,Tortricidae,Pest
990,Phanogomphus exilis,lancet clubtail,Odonata,Gomphidae,Predator
991,Melipotis jucunda,Merry Melipotis,Lepidoptera,Erebidae,Pest
992,Somatochlora tenebrosa, the clamp-tipped emerald,Odonata,Corduliidae,Predator
993,Coenagrion resolutum,taiga bluet,Odonata,Coenagrionidae,Predator
994,Elymnias hypermnestra,Common Palmfly,Lepidoptera,Nymphalidae,Pollinator
995,Saturnia pyri,"Giant peacock moth, Aristotle's silkworm",Lepidoptera,Saturniidae,Pollinator
996,Trigonospila brevifacies,"Austrailian Leaf-roller Fly, Leafroller Fly",Diptera,Tachinidae,Parasitoid
997,Agrotis venerabilis,"Dusky Cutworm, Venerable Dart",Lepidoptera,Noctuidae,Pest
998,Coccinella undecimpunctata,eleven-spotted ladybird,Coleoptera,Coccinellidae,Predator
999,Ampittia dioscorides,"Bush Hopper, Bush Hopper",Lepidoptera,Hesperiidae,Pollinator
1000,Schistocerca americana,American grasshopper,Orthoptera,Acrididae,Pest
1001,Megalodacne heros,Pleasing Fungus Beetle,Coleoptera,Erotylidae,Decomposer
1002,Trichodes alvearius,,Coleoptera,Cleridae,Predator
1003,Nyctemera annulata,Magpie Moth,Lepidoptera,Erebidae,Pollinator
1004,Euptoieta claudia,Variegated Fritillary,Lepidoptera,Nymphalidae,Pollinator
1005,Enallagma durum,Big Bluet,Odonata,Coenagrionidae,Predator
1006,Epitheca princeps,Prince Baskettail,Odonata,Corduliidae,Predator
1007,Rhyparochromus vulgaris,seed bug,Hemiptera,Rhyparochromidae,Pest
1008,Carpocoris fuscispinus,Shield Bug,Hemiptera,Pentatomidae,Pest
1009,Pyrausta aurata,"Small Purple,mint moth,Small Purple & Gold",Lepidoptera,Crambidae,Pollinator
1010,Lycaena hyllus, Bronze copper,Lepidoptera,Lycaenidae,Pollinator
1011,Emarginea percara,Beloved Emarginea Moth,Lepidoptera,Noctuidae,Pollinator
1012,Melitaea phoebe,Knapweed Fritillary,Lepidoptera,Nymphalidae,Pollinator
1013,Zopherus nodulosus,Iornclad Beetle,Coleoptera,Zopheridae,Decomposer
1014,Megisto rubricata,Iornclad Beetle,Lepidoptera,Nymphalidae,Unknown/Not Available
1015,Urania fulgens,"Urania Swallowtail Moth, Green Page Moth",Lepidoptera,Uraniidae,Pollinator
1016,Sphecodina abbottii,Abbott's sphinx,Lepidoptera,Sphingidae,Pollinator
1017,Allagrapha aerea,"Unspotted Lopper Moth, Copper Lopper Moth",Lepidoptera,Noctuidae,Pest
1018,Pycnoscelus surinamensis,"The Surinam cockroach, greenhouse cockroach",Blattodea,Blaberidae,Pest
1019,Papilio polymnestor,Blue Mormon,Lepidoptera,Papilionidae,Pollinator
1020,Limenitis weidemeyerii,Weidemeyer's admiral,Lepidoptera,Nymphalidae,Pollinator
1021,Nomophila nearctica,"Lucerne Moth, Clover Nomophila, False Webworm, Celery Stalkworm, 
American Celery Webworm",Lepidoptera,Crambidae,Pest
1022,Adelpha fessonia,"Band-Celled Sister, Mexican Sister",Lepidoptera,Nymphalidae,Pollinator
1023,Aelia acuminata,"Bishop's Mitre, Wheat Stink Bug",Hemiptera,Pentatomidae,Pest
1024,Argynnis adippe,High Brown Fritillary,Lepidoptera,Nymphalidae,Pollinator
1025,Coenagrion pulchellum,"variable damselfly, variable bluet",Odonata,Coenagrionidae,Predator
1026,Polistes comanchus,Comanche Paper Wasp,Hymenoptera,Vespidae,Predator
1027,Phaulacridium marginale,New Zealand Grasshopper,Orthoptera,Acrididae,Herbivore
1028,Glena quinquelinearia,five-lined gray,Lepidoptera,Geometridae,Pest
1029,Euthalia aconthea,the common baron,Lepidoptera,Nymphalidae,Pollinator
1030,Nyctemera baulus,Asian Magpie Moth,Lepidoptera,Erebidae,Pest
1031,Paragus haemorrhous,common paragus hoverfly,Diptera,Syrphidae,Pollinator
1032,Belenois creona,common paragus hoverfly,Lepidoptera,Pieridae,Pollinator
1033,Acraea terpsicore,Tawny Coster,Lepidoptera,Nymphalidae,Pollinator
1034,Excultanus excultus,,Hemiptera,Cicadellidae,Unknown/Not Available
1035,Iambrix salsala,Chestnut Bob,Lepidoptera,Hesperiidae,Pollinator
1036,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae,Pollinator
1037,Brephidium exilis,western pygmy blue,Lepidoptera,Lycaenidae,Pollinator
1038,Pantydia sparsa,,Lepidoptera,Erebidae,Pest
1039,Melolontha melolontha,Cockchafer,Coleoptera,Scarabaeidae,Pest
1040,Xylocopa micans,Southern carpenter bee,Hymenoptera,Apidae,Pollinator
1041,Eudryas unio,pearly wood-nymph,Lepidoptera,Noctuidae,Pest
1042,Astraptes fulgerator,Two-Barred Flasher,Lepidoptera,Hesperiidae,Pollinator
1043,Halone sejuncta,variable halone,Lepidoptera,Erebidae,Pest
1044,Phaulacridium vittatum,Wingless Grasshopper,Orthoptera,Acrididae,Pest
1045,Palthis asopialis,faint-spotted palthis moth,Lepidoptera,Erebidae,Pest
1046,Repipta taurus, the horned assassin bug,Hemiptera,Reduviidae,Predator
1047,Ruspolia nitidula,cone-headed grasshopper,Orthoptera,Tettigoniidae,Pest
1048,Bombus rufocinctus,red-belted bumblebee,Hymenoptera,Apidae,Pollinator
1049,Macrodactylus subspinosus,rose chafer beetle,Coleoptera,Scarabaeidae,Pest
1050,Melissodes bimaculatus,Two-spotted Long Horn Bee,Hymenoptera,Apidae,Pollinator
1051,Trichocnemis spiculatus,Ponderous Borer Beetle,Coleoptera,Cerambycidae,Decomposer
1052,Tachycines asynamorus,"Greenhouse Camel Cricket, Greenhouse Stone Cricket",Orthoptera,Rhaphidophoridae,Pest
1053,Myscelia ethusa,"Mexican Bluewing, Blue WIng Butterfly",Lepidoptera,Nymphalidae,Pollinator
1054,Digrammia ocellinata,"Faint-Spotted Angle Moth, Locust Looper",Lepidoptera,Geometridae,Pest
1055,Coenonympha arcania,Pearly Heath,Lepidoptera,Nymphalidae,Pollinator
1056,Catocala piatrix,Penitent underwing,Lepidoptera,Erebidae,Pollinator
1057,Lepturobosca chrysocoma,golden-haired flower longhorn,Coleoptera,Cerambycidae,Pollinator
1058,Ischnura ramburii,Rambur's forktail,Odonata,Coenagrionidae,Predator
1059,Graphosoma semipunctatum,Red Half-spotted Stink Bug,Hemiptera,Pentatomidae,Herbivore
1060,Acanthocephala terminalis,"Clown Bug, Leaf-footed bug",Hemiptera,Coreidae,Pest
1061,Leptura quadrifasciata,longhorn beetle,Coleoptera,Cerambycidae,Decomposer
1062,Agonopterix alstroemeriana,longhorn beetle,Lepidoptera,Depressariidae,Pest
1063,Idia americalis,"American idia, American snout",Lepidoptera,Erebidae,Decomposer
1064,Junonia iphita,"chocolate pansy, chocolate soldier",Lepidoptera,Nymphalidae,Pollinator
1065,Aeshna mixta,Migrant Hawker,Odonata,Aeshnidae,Predator
1066,Diachrysia aereoides,"Dark-Spotted Looper, Lined Copper Looper",Lepidoptera,Noctuidae,Pest
1067,Metcalfa pruinosa,Citrus Flatid Planthopper,Hemiptera,Flatidae,Pest
1068,Chrysolina fastuosa,dead-nettle leaf beetle,Coleoptera,Chrysomelidae,Herbivore
1069,Enallagma signatum,Orange Bluet,Odonata,Coenagrionidae,Unknown/Not Available
1070,Urbanus dorantes,Orange Bluet,Lepidoptera,Hesperiidae,Pollinator
1071,Marimatha nigrofimbria,Black-bordered Lemon Moth,Lepidoptera,Noctuidae,Pollinator
1072,Melanitis phedima,Dark evening  brown,Lepidoptera,Nymphalidae,Unknown/Not Available
1073,Papilio demodocus,"citrus swallowtail,Christmas butterfly",Lepidoptera,Papilionidae,Pest
1074,Trithemis aurora,Crimson Marsh Glider,Odonata,Libellulidae,Predator
1075,Herpetogramma licarsisalis,grass caterpillar,Lepidoptera,Crambidae,Pest
1076,Chrysomela vigintipunctata,spotted willow leaf beetle,Coleoptera,Chrysomelidae,Pest
1077,Dromogomphus spinosus,Black-Shouldered Spinyleg,Odonata,Gomphidae,Predator
1078,Papilio clytia, swallowtail butterfly,Lepidoptera,Papilionidae,Pollinator
1079,Tylozygus bifidus,,Hemiptera,Cicadellidae,Unknown/Not Available
1080,Pseudopanthera macularia,the speckled yellow,Lepidoptera,Geometridae,Pollinator
1081,Catocala vidua,Widow underwing,Lepidoptera,Erebidae,Pollinator
1082,Parapoynx badiusalis,chestnut-marked pondweed moth,Lepidoptera,Crambidae,Pest
1083,Mythimna convecta,"Common Armyworm, Australian Armyworm",Lepidoptera,Noctuidae,Pest
1084,Neoalcis californiaria,Brown-Lined Looper,Lepidoptera,Geometridae,Pest
1085,Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,Herbivore
1086,Euphoria sepulcralis,Spangled Flower Beetle,Coleoptera,Scarabaeidae,Pollinator
1087,Chlorochroa sayi,Say's stink bug,Hemiptera,Pentatomidae,Predator
1088,Acontia trabealis,Spotted Sulfur ,Lepidoptera,Noctuidae,Pest
1089,Danaus eresimus,Tropical queen,Lepidoptera,Nymphalidae,Pollinator
1090,Eueretagrotis perattentus,Two-Spot Dart,Lepidoptera,Noctuidae,Pest
1091,Parnassius clodius,,Lepidoptera,Papilionidae,Pollinator
1092,Hyposidra talaca,"black looper, black inch worm",Lepidoptera,Geometridae,Pest
1093,Agapostemon splendens,Brown-Winged Striped-Sweat Bee,Hymenoptera,Halictidae,Pollinator
1094,Parnassius apollo,"apollo, mountain apollo butterfly",Lepidoptera,Papilionidae,Pollinator
1095,Acanthocephala alata,"Leaf-footed bugs, pod bugs, squash bugs ",Hemiptera,Coreidae,Pest
1096,Cyclophora packardi,Packard's wave moth,Lepidoptera,Geometridae,Unknown/Not Available
1097,Harrisina americana,Grapeleaf skeletonizer,Lepidoptera,Zygaenidae,Pest
1098,Delias pasithoe,Redbase Jezebel,Lepidoptera,Pieridae,Pollinator
1099,Illeis galbula,Fungus-eating Ladybird,Coleoptera,Coccinellidae,Predator
1100,Blatta orientalis," Oriental Cockroach,black beetle,water bug",Blattodea,Blattidae,Pest
1101,Cryphia algae,tree-lichen beauty,Lepidoptera,Noctuidae,Unknown/Not Available
1102,Lestes unguiculatus,lyre-tipped spreadwing,Odonata,Lestidae,Predator
1103,Danaus erippus,Southern monarch,Lepidoptera,Nymphalidae,Pollinator
1104,Orthetrum brunneum,Southern skimmer,Odonata,Libellulidae,Predator
1105,Homophoberia apicosa,black wedge-spot,Lepidoptera,Noctuidae,Pollinator
1106,Chiomara georgina,White-patched skipper,Lepidoptera,Hesperiidae,Pollinator
1107,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,Predator
1108,Philanthus triangulum,European Beewolf,Hymenoptera,Crabronidae,Predator
1109,Junonia coenia,"common buckeye, buckeye",Lepidoptera,Nymphalidae,Pollinator
1110,Feltia jaculifera,"dingy cutworm, bent-line dart",Lepidoptera,Noctuidae,Pest
1111,Mocis marcida,Withered Mocis,Lepidoptera,Erebidae,Pest
1112,Hestina assimilis,Red ring skirt,Lepidoptera,Nymphalidae,Pollinator
1113,Speyeria aphrodite,the Aphrodite fritillary,Lepidoptera,Nymphalidae,Pollinator
1114,Chlosyne harrisii,Harris's checkerspot,Lepidoptera,Nymphalidae,Pollinator
1115,Typocerus velutinus,"Banded Longhorn, Cerambycid Beetle",Coleoptera,Cerambycidae,Pollinator
1116,Junonia genoveva,mangrove buckeye,Lepidoptera,Nymphalidae,Pollinator
1117,Phalanta phalantha,"spotted rustic, common leopard",Lepidoptera,Nymphalidae,Pollinator
1118,Mythimna oxygala,Lesser Wainscot ,Lepidoptera,Noctuidae,Pest
1119,Virbia laeta,Joyful Holomelina,Lepidoptera,Erebidae,Decomposer
1120,Melacoryphus lateralis,Black and Red Seed Bug,Hemiptera,Lygaeidae,Pest
1121,Ocyptamus fuscipennis,,Diptera,Syrphidae,Predator
1122,Pentatoma rufipes,"forest bug, four-legged shieldbug",Hemiptera,Pentatomidae,"Predator, sometimes pest"
1123,Euphilotes bernardino,Bernardino blue,Lepidoptera,Lycaenidae,Pollinator
1124,Sphinx poecila,Northern Apple Sphinx,Lepidoptera,Sphingidae,Pollinator
1125,Cassida rubiginosa,Thistle tortoise beetle,Coleoptera,Chrysomelidae,Pest
1126,Crypsiphona ocultaria,"red-lined looper moth, red-lined geometer",Lepidoptera,Geometridae,Pest
1127,Oedemera femorata,,Coleoptera,Oedemeridae,Pollinator
1128,Autographa precationis,Common Looper Moth,Lepidoptera,Noctuidae,Pest
1129,Euschistus servus,Brown stink bug,Hemiptera,Pentatomidae,Pest
1130,Meconema meridionale,Southern Oak Bush-cricket,Orthoptera,Tettigoniidae,Unknown/Not Available
1131,Lethocerus americanus,giant water bug,Hemiptera,Belostomatidae,Predator
1132,Aeshna constricta,Lance-Tipped Darner,Odonata,Aeshnidae,Predator
1133,Acleris forsskaleana,Maple Leafier Moth,Lepidoptera,Tortricidae,Pest
1134,Culladia cuneiferellus,Australian lepidoptera,Lepidoptera,Crambidae,Pest
1135,Asbolis capucinus,Monk Skipper,Lepidoptera,Hesperiidae,Pollinator
1136,Lygus lineolaris,tarnished plant bug,Hemiptera,Miridae,Pest
1137,Arctia plantaginis,Wood Tiger,Lepidoptera,Erebidae,Unknown/Not Available
1138,Promalactis suzukiella,Suzuki's Promalactis Moth,Lepidoptera,Oecophoridae,Pest
1139,Austrolestes analis,slender ringtail,Odonata,Lestidae,Predator
1140,Camponotus castaneus,reddish carpenter ant,Hymenoptera,Formicidae,Decomposer
1141,Rhagium mordax,Black-spotted longhorn beetle,Coleoptera,Cerambycidae,Pest
1142,Microtia elva,The Elf Butterfly,Lepidoptera,Nymphalidae,Pollinator
1143,Apoda y-inversum,The Elf Butterfly,Lepidoptera,Limacodidae,Pollinator
1144,Ischnura elegans,"The blue-tailed damselfly, common bluetail ",Odonata,Coenagrionidae,Predator
1145,Habrodais grunus,Golden Hairstreak,Lepidoptera,Lycaenidae,Pollinator
1146,Isodontia mexicana,Mexican grass-carrying wasp,Hymenoptera,Sphecidae,Predator
1147,Condica vecors,dusky groundling,Lepidoptera,Noctuidae,Pest
1148,Phyciodes pulchella,the field crescent,Lepidoptera,Nymphalidae,Pollinator
1149,Cisthene tenuifascia,Thin banded lichen moth,Lepidoptera,Erebidae,Pollinator
1150,Tachopteryx thoreyi,"Gray Petaltail, Thorey's Grayback",Odonata,Petaluridae,Predator
1151,Chloroclystis filata,filata moth,Lepidoptera,Geometridae,Pest
1152,Timandra comae,Blood-vein,Lepidoptera,Geometridae,Unknown/Not Available
1153,Cicindela formosa,big sand tiger beetle,Coleoptera,Carabidae,Predator
1154,Arctia parthenos,St. Lawrence Tiger Moth,Lepidoptera,Erebidae,Pollinator
1155,Tosale oviplagalis,Dismorphic Tosale Moth,Lepidoptera,Pyralidae,Pest
1156,Phlogophora iris,the olive angle shades,Lepidoptera,Noctuidae,Pest
1157,Dysphania militaris,False Tiger Moth,Lepidoptera,Geometridae,Pollinator
1158,Agriocnemis femina,"Variable Wisp, Pinhead Wisp",Odonata,Coenagrionidae,Predator
1159,Plebejus melissa,The Melissa blue,Lepidoptera,Lycaenidae,Pollinator
1160,Atlides halesus,Great Purple Hairstreak,Lepidoptera,Lycaenidae,Pollinator
1161,Parthenos sylvia,clipper butterfly,Lepidoptera,Nymphalidae,Pollinator
1162,Bicyrtes quadrifasciatus,four-banded stink bug hunter wasp,Hymenoptera,Crabronidae,Predator
1163,Epargyreus clarus,Silver-Spotted Skipper,Lepidoptera,Hesperiidae,Pollinator
1164,Helicoverpa armigera,Cotton Bollworm or Corn Earworm,Lepidoptera,Noctuidae,Pest
1165,Polites themistocles,Tawny-edged Skipper,Lepidoptera,Hesperiidae,Pollinator
1166,Hemaris thysbe,Hummingbird Moth,Lepidoptera,Sphingidae,Pollinator
1167,Megatibicen dealbatus,Plains Cicada,Hemiptera,Cicadidae,Unknown/Not Available
1168,Vanessa itea,Yellow Admiral,Lepidoptera,Nymphalidae,Pollinator
1169,Bombus borealis, northern amber bumblebee,Hymenoptera,Apidae,Pollinator
1170,Euplagia quadripunctaria,Jersey tiger,Lepidoptera,Erebidae,Pollinator
1171,Eueides isabella,"Isabella's longwing, Isabella's heliconian",Lepidoptera,Nymphalidae,Pollinator
1172,Sympetrum pedemontanum,Banded Darter,Odonata,Libellulidae,Predator
1173,Thymelicus sylvestris,Small Skipper,Lepidoptera,Hesperiidae,Pollinator
1174,Megatibicen resh,Resh Cicada,Hemiptera,Cicadidae,Unknown/Not Available
1175,Graphocephala versuta,Versute Sharpshooter,Hemiptera,Cicadellidae,Pest
1176,Circopetes obtusata,,Lepidoptera,Geometridae,Pest
1177,Hyles lineata,white-lined sphinx,Lepidoptera,Sphingidae,Pollinator
1178,Hypercompe oslari,,Lepidoptera,Erebidae,Pollinator
1179,Calopteryx haemorrhoidalis,"copper demoiselle,Mediterranean demoiselle       ",Odonata,Calopterygidae,Predator
1180,Neptis sappho,"Pallas' Sailer, Common Glider",Lepidoptera,Nymphalidae,Pollinator
1181,Polites mystic,Long Dash Skipper,Lepidoptera,Hesperiidae,Pollinator
1182,Nyctemera amicus,"Senecio Moth,  Cineraria Moth",Lepidoptera,Erebidae,Pest
1183,Euchloe ausonides,	Large Marble,Lepidoptera,Pieridae,Pollinator
1184,Limenitis arthemis,"red-spotted purple admiral, red-spotted white admiral",Lepidoptera,Nymphalidae,Pollinator
1185,Apantesis virgo,Virgin Tiger Moth,Lepidoptera,Erebidae,Pollinator
1186,Aglais milberti,"Fire-Rim Tortoiseshell, Milbert's Tortoiseshell",Lepidoptera,Nymphalidae,Pollinator
1187,Gomphocerippus rufus,rufous grasshopper,Orthoptera,Acrididae,Pest
1188,Patalene olyzonaria,juniper-twig geometer,Lepidoptera,Geometridae,Pest
1189,Melanargia lachesis,Iberian marbled white,Lepidoptera,Nymphalidae,Pollinator
1190,Lycaena dispar,large copper butterfly,Lepidoptera,Lycaenidae,Pollinator
1191,Zizeeria knysna,"Dark Grass Blue,African Grass Blue",Lepidoptera,Lycaenidae,Pollinator
1192,Zemeros flegyas,The Punchinello,Lepidoptera,Riodinidae,Pollinator
1193,Pholisora catullus,"the common sootywing, roadside rambler",Lepidoptera,Hesperiidae,Pollinator
1194,Chrysolina americana,rosemary beetle,Coleoptera,Chrysomelidae,Pest
1195,Chrysopilus thoracicus,golden backed snipe fly,Diptera,Rhagionidae,Predator
1196,Scaphinotus angusticollis,Snail-killer Carabid,Coleoptera,Carabidae,Predator
1197,Elaphria festivoides,Festive Midget Moth,Lepidoptera,Noctuidae,Pest
1198,Ceratomia undulosa,the waved sphinx,Lepidoptera,Sphingidae,Pollinator
1199,Euphoria kernii,Kern's flower scarab,Coleoptera,Scarabaeidae,Pollinator
1200,Lestes inaequalis,elegant spreadwing,Odonata,Lestidae,Predator
1201,Chlorochlamys chloroleucaria,Blackberry Looper,Lepidoptera,Geometridae,Pest
